"treenum"	"date"	"HMS"	"obsnum"	"time"	"photo"	"cond"	"ci"	"trmmol"	"VpdL"	"Area"	"StmRat"	"BLCond"	"Tair"	"Tleaf"	"TBlk"	"CO2R"	"CO2S"	"H2OR"	"H2OS"	"RH_R"	"RH_S"	"Flow"	"PARi"	"PARo"	"Press"	"C2Mch"	"H2Mch"
91	7/25/1999 0:00:00	12/30/1899 11:20:29	1.00	65.95	52.40	2.41	278.00	12.20	0.92	1.00	0.00	2.43	18.98	17.50	20.07	358.70	347.40	9.18	11.59	38.88	49.10	500.40	1200.00	0.81	93.28	-0.30	0.72
91	7/25/1999 0:00:00	12/30/1899 11:20:29	2.00	79.45	47.30	2.22	282.00	11.90	0.94	1.00	0.00	2.43	19.00	17.57	20.08	358.00	347.70	9.14	11.49	38.65	48.62	500.30	1200.00	0.30	93.28	-0.30	0.72
137	7/29/1999 0:00:00	12/30/1899 13:44:00	1.00	11.45	8.55	0.18	268.00	2.14	1.11	1.00	0.00	2.43	19.82	19.93	19.66	353.00	351.10	12.79	13.21	51.14	52.82	500.40	1199.00	0.34	92.79	-3.20	0.48
137	7/29/1999 0:00:00	12/30/1899 13:44:00	2.00	24.95	10.20	0.21	265.00	2.46	1.12	1.00	0.00	2.43	19.82	19.97	19.67	353.70	351.50	12.66	13.15	50.62	52.56	500.40	1200.00	0.27	92.78	-3.20	0.48
139	7/29/1999 0:00:00	12/30/1899 13:27:14	1.00	67.97	17.10	0.24	255.00	2.63	1.09	1.00	0.00	2.43	19.87	20.14	19.75	388.00	384.40	13.22	13.74	52.72	54.79	500.50	1201.00	0.26	92.79	-3.20	0.48
139	7/29/1999 0:00:00	12/30/1899 13:27:14	2.00	109.97	18.50	0.08	13.80	0.90	1.01	1.00	0.00	2.43	19.85	20.13	19.73	384.80	381.10	14.41	14.59	57.51	58.22	500.50	1199.00	0.02	92.79	-3.20	0.48
139	7/29/1999 0:00:00	12/30/1899 13:27:14	3.00	112.97	13.90	0.25	282.00	2.60	1.01	1.00	0.00	2.43	19.84	20.11	19.72	384.80	381.80	14.02	14.53	55.96	58.01	500.50	1200.00	0.16	92.79	-3.20	0.48
88	7/25/1999 0:00:00	12/30/1899 11:04:29	1.00	75.46	45.90	1.56	273.00	8.92	0.86	1.00	0.00	2.43	18.47	16.61	20.08	360.80	351.00	9.32	11.09	40.76	48.46	500.40	1200.00	0.08	93.27	-0.30	0.72
88	7/25/1999 0:00:00	12/30/1899 11:04:29	2.00	91.21	43.30	1.46	275.00	8.75	0.88	1.00	0.00	2.43	18.54	16.75	20.08	360.80	351.60	9.34	11.07	40.67	48.19	500.50	1200.00	0.35	93.28	-0.30	0.72
149	7/29/1999 0:00:00	12/30/1899 14:46:53	1.00	100.21	19.30	0.17	150.00	2.58	1.45	1.00	0.00	2.43	20.99	21.27	20.85	349.80	345.80	11.15	11.66	41.48	43.38	500.50	1199.00	1.10	92.80	1.30	0.11
149	7/29/1999 0:00:00	12/30/1899 14:46:53	2.00	140.71	18.20	0.09	37.60	1.60	1.53	1.00	0.00	2.43	21.07	21.37	20.92	349.80	346.10	10.75	11.06	39.79	40.96	500.30	1200.00	0.12	92.80	1.30	0.11
149	7/29/1999 0:00:00	12/30/1899 14:46:53	3.00	169.96	27.10	0.01	-2730.00	0.23	1.52	1.00	0.00	2.43	21.12	21.41	20.96	352.50	347.10	11.16	11.20	41.18	41.35	500.50	1201.00	0.13	92.80	1.30	0.11
95	7/25/1999 0:00:00	12/30/1899 12:29:44	1.00	83.13	25.20	0.59	267.00	5.89	1.13	1.00	0.00	2.43	18.86	17.35	20.07	359.80	354.30	8.06	9.22	34.37	39.35	500.30	1200.00	1.76	93.27	-0.30	0.72
95	7/25/1999 0:00:00	12/30/1899 12:29:44	2.00	94.38	21.30	0.58	277.00	5.73	1.12	1.00	0.00	2.43	18.87	17.33	20.07	358.90	354.20	8.12	9.25	34.61	39.44	500.50	1199.00	1.18	93.27	-0.30	0.72
96	7/25/1999 0:00:00	12/30/1899 12:32:25	1.00	69.13	18.80	0.39	262.00	4.36	1.18	1.00	0.00	2.43	18.86	17.53	20.07	358.50	354.40	8.09	8.96	34.53	38.22	500.30	1201.00	0.16	93.27	-0.30	0.72
96	7/25/1999 0:00:00	12/30/1899 12:32:25	2.00	78.88	19.50	0.39	258.00	4.36	1.18	1.00	0.00	2.43	18.87	17.56	20.07	358.50	354.30	8.10	8.96	34.52	38.21	500.20	1201.00	0.35	93.27	-0.30	0.72
97	7/25/1999 0:00:00	12/30/1899 12:23:34	1.00	56.39	15.30	0.17	201.00	2.13	1.22	1.00	0.00	2.43	18.77	17.61	20.07	360.60	357.40	8.21	8.63	35.23	37.04	500.40	1201.00	0.20	93.29	-0.30	0.72
97	7/25/1999 0:00:00	12/30/1899 12:23:34	2.00	93.14	15.40	0.19	215.00	2.40	1.23	1.00	0.00	2.43	18.77	17.66	20.07	360.30	357.10	8.07	8.54	34.63	36.67	500.50	1202.00	0.23	93.28	-0.30	0.72
98	7/25/1999 0:00:00	12/30/1899 12:21:02	1.00	86.14	20.50	0.43	261.00	4.52	1.14	1.00	0.00	2.43	18.77	17.29	20.08	359.30	354.90	8.17	9.06	35.05	38.89	500.20	1199.00	0.42	93.29	-0.30	0.72
98	7/25/1999 0:00:00	12/30/1899 12:21:02	2.00	95.89	21.30	0.40	254.00	4.25	1.13	1.00	0.00	2.43	18.77	17.28	20.07	360.30	355.80	8.28	9.12	35.51	39.12	500.40	1199.00	0.20	93.29	-0.30	0.72
150	7/29/1999 0:00:00	12/30/1899 14:51:39	1.00	15.20	12.30	0.12	175.00	2.27	1.73	1.00	0.00	2.43	21.59	22.29	21.31	349.30	346.60	9.99	10.44	35.81	37.42	500.60	1198.00	0.33	92.80	1.30	0.11
150	7/29/1999 0:00:00	12/30/1899 14:51:39	2.00	25.70	13.10	0.06	-2.94	1.19	1.78	1.00	0.00	2.43	21.63	22.38	21.35	349.00	346.30	9.83	10.07	35.17	36.01	500.60	1199.00	0.01	92.80	1.30	0.11
99	7/25/1999 0:00:00	12/30/1899 12:18:23	1.00	60.64	13.30	0.26	262.00	2.83	1.10	1.00	0.00	2.43	18.69	16.63	20.07	359.20	356.40	8.05	8.61	34.73	37.15	500.40	1200.00	0.48	93.29	-0.30	0.72
99	7/25/1999 0:00:00	12/30/1899 12:18:23	2.00	90.64	9.55	0.27	289.00	2.97	1.10	1.00	0.00	2.43	18.72	16.72	20.08	358.30	356.10	8.05	8.64	34.66	37.19	500.50	1199.00	1.75	93.29	-0.30	0.72
152	7/29/1999 0:00:00	12/30/1899 15:20:00	1.00	69.17	6.04	-0.20	379.00	-4.09	1.64	1.00	0.00	2.43	22.26	22.06	22.29	347.80	346.80	11.86	11.05	40.82	38.04	500.60	1200.00	0.15	92.77	1.30	0.11
152	7/29/1999 0:00:00	12/30/1899 15:20:00	2.00	86.42	7.28	-0.09	456.00	-1.75	1.65	1.00	0.00	2.43	22.23	22.00	22.25	347.40	346.10	11.20	10.85	38.61	37.42	500.60	1200.00	0.81	92.77	1.30	0.11
94	7/25/1999 0:00:00	12/30/1899 12:27:14	1.00	62.13	16.60	0.41	274.00	4.31	1.13	1.00	0.00	2.43	18.74	17.55	20.06	357.90	354.30	8.66	9.51	37.22	40.89	500.50	1200.00	0.19	93.27	-0.30	0.72
94	7/25/1999 0:00:00	12/30/1899 12:27:14	2.00	79.38	20.20	0.47	268.00	4.91	1.14	1.00	0.00	2.43	18.77	17.61	20.08	358.00	353.60	8.49	9.46	36.44	40.61	500.50	1199.00	0.02	93.28	-0.30	0.72
148	7/29/1999 0:00:00	12/30/1899 14:36:51	1.00	165.21	9.84	-0.24	395.00	-3.70	1.23	1.00	0.00	2.43	19.60	19.98	19.36	347.10	345.40	12.77	12.04	51.74	48.78	500.50	1199.00	0.30	92.79	1.30	0.11
148	7/29/1999 0:00:00	12/30/1899 14:36:51	2.00	204.96	11.00	-0.20	416.00	-3.07	1.24	1.00	0.00	2.43	19.75	20.14	19.50	347.50	345.50	12.74	12.14	51.18	48.75	500.50	1200.00	0.09	92.80	1.30	0.11
102	7/27/1999 0:00:00	12/30/1899 11:22:41	1.00	11.46	0.89	0.10	325.00	0.99	0.93	6.00	0.00	1.42	19.45	17.95	20.06	346.80	345.30	10.89	12.06	44.89	49.72	500.40	50.12	1.99	93.46	-3.50	1.00
102	7/27/1999 0:00:00	12/30/1899 11:22:41	2.00	30.96	0.67	0.13	332.00	1.24	0.94	6.00	0.00	1.42	19.43	17.90	20.06	347.80	346.50	10.45	11.92	43.12	49.19	500.60	49.96	0.08	93.46	-3.50	1.00
103	7/27/1999 0:00:00	12/30/1899 11:24:37	1.00	24.21	0.76	0.26	335.00	1.95	0.81	6.00	0.00	1.42	19.30	17.39	20.06	347.30	345.60	10.31	12.62	42.89	52.48	500.40	50.01	0.45	93.47	-3.50	1.00
103	7/27/1999 0:00:00	12/30/1899 11:24:37	2.00	36.96	1.33	0.29	333.00	2.14	0.80	6.00	0.00	1.42	19.30	17.38	20.06	348.40	345.90	10.12	12.66	42.11	52.66	500.40	50.25	0.27	93.47	-3.50	1.00
104	7/27/1999 0:00:00	12/30/1899 11:27:04	1.00	128.71	1.68	0.20	330.00	1.68	0.85	6.00	0.00	1.42	19.32	17.44	20.06	352.20	349.40	10.23	12.22	42.48	50.76	500.40	49.88	0.17	93.46	-3.50	1.00
104	7/27/1999 0:00:00	12/30/1899 11:27:04	2.00	190.20	3.49	0.22	313.00	1.71	0.82	6.00	0.00	1.42	19.28	17.42	20.06	351.40	346.50	10.54	12.56	43.90	52.32	500.40	49.86	0.45	93.47	-3.50	1.00
105	7/27/1999 0:00:00	12/30/1899 11:31:59	1.00	86.95	0.61	0.16	342.00	1.45	0.90	6.00	0.00	1.42	19.23	17.50	20.07	355.30	353.90	10.12	11.84	42.27	49.45	500.50	48.89	1.13	93.46	-3.50	1.00
105	7/27/1999 0:00:00	12/30/1899 11:31:59	2.00	108.70	2.10	0.15	320.00	1.31	0.87	6.00	0.00	1.42	19.19	17.40	20.06	352.00	348.90	10.38	11.93	43.48	49.99	500.40	48.97	0.28	93.46	-3.50	1.00
101	7/27/1999 0:00:00	12/30/1899 11:19:07	1.00	13.72	0.35	0.29	339.00	2.32	0.88	6.00	0.00	1.42	19.77	18.38	20.06	348.00	346.60	10.52	13.26	42.49	53.55	500.50	50.09	0.22	93.47	-3.50	1.00
101	7/27/1999 0:00:00	12/30/1899 11:19:07	2.00	93.96	0.90	0.28	332.00	2.03	0.78	6.00	0.00	1.42	19.67	18.25	20.06	344.50	342.60	11.66	14.06	47.42	57.18	500.50	50.12	0.35	93.46	-3.50	1.00
102	7/27/1999 0:00:00	12/30/1899 12:56:15	1.00	54.93	-38.70	0.20	685.00	2.45	1.21	1.00	0.00	2.43	19.53	18.52	20.06	351.70	366.80	8.95	9.92	36.71	40.69	250.00	49.28	0.53	93.44	-5.40	0.36
102	7/27/1999 0:00:00	12/30/1899 12:56:15	2.00	164.43	-0.42	0.26	345.00	3.10	1.18	1.00	0.00	2.43	19.58	18.63	20.06	349.50	349.30	9.25	10.47	37.80	42.81	249.90	49.03	0.24	93.44	-5.40	0.36
103	7/27/1999 0:00:00	12/30/1899 13:00:40	1.00	209.92	-7.43	0.03	693.00	0.46	1.28	1.00	0.00	2.43	19.94	19.22	20.06	346.30	349.20	10.01	10.20	40.01	40.75	250.00	49.60	0.15	93.44	-5.40	0.36
103	7/27/1999 0:00:00	12/30/1899 13:00:40	2.00	242.17	5.48	0.12	271.00	1.70	1.27	1.00	0.00	2.43	19.97	19.31	20.06	351.20	348.80	9.76	10.43	38.94	41.62	250.10	49.46	0.17	93.44	-5.40	0.36
105	7/27/1999 0:00:00	12/30/1899 12:49:51	1.00	138.18	0.66	0.26	334.00	2.67	1.01	1.00	0.00	2.43	19.48	18.09	20.06	344.40	343.80	10.42	11.48	42.87	47.21	250.00	49.27	0.26	93.44	-5.40	0.36
105	7/27/1999 0:00:00	12/30/1899 12:49:51	2.00	156.18	8.22	0.30	290.00	2.91	0.99	1.00	0.00	2.43	19.48	18.13	20.06	347.40	343.70	10.53	11.68	43.30	48.04	250.00	49.24	0.19	93.44	-5.40	0.36
101	7/27/1999 0:00:00	12/30/1899 12:54:16	1.00	20.93	0.37	0.47	340.00	4.32	1.00	1.00	0.00	2.43	19.47	17.70	20.06	348.60	347.90	9.29	11.00	38.23	45.27	249.90	49.64	0.46	93.45	-5.40	0.36
101	7/27/1999 0:00:00	12/30/1899 12:54:16	2.00	35.18	5.40	0.53	323.00	5.07	1.06	1.00	0.00	2.43	19.47	17.99	20.06	351.40	348.60	8.80	10.81	36.21	44.47	250.00	49.61	0.60	93.44	-5.40	0.36
132	7/29/1999 0:00:00	12/30/1899 11:53:57	1.00	58.00	-0.22	0.43	345.00	2.87	0.78	6.00	0.00	1.42	21.51	20.20	21.57	349.60	348.60	13.73	17.11	49.50	61.67	500.50	51.21	0.02	92.82	0.00	0.53
132	7/29/1999 0:00:00	12/30/1899 11:53:57	2.00	95.49	-0.52	0.33	346.00	2.26	0.74	6.00	0.00	1.42	21.62	20.32	21.69	347.60	347.30	15.08	17.74	53.98	63.49	500.60	50.87	0.38	92.82	0.00	0.53
133	7/29/1999 0:00:00	12/30/1899 11:37:52	1.00	23.26	-0.91	0.21	350.00	1.36	0.65	6.00	0.00	1.42	20.26	19.30	20.31	345.30	345.80	15.55	17.15	60.55	66.78	500.60	49.81	0.08	92.82	0.00	0.53
133	7/29/1999 0:00:00	12/30/1899 11:37:52	2.00	38.26	-0.21	0.21	344.00	1.28	0.63	6.00	0.00	1.42	20.25	19.28	20.31	345.90	345.70	15.83	17.34	61.66	67.54	500.60	50.02	0.48	92.82	0.00	0.53
104	7/27/1999 0:00:00	12/30/1899 13:06:03	1.00	130.67	0.55	0.08	329.00	1.06	1.22	1.00	0.00	2.43	19.98	19.11	20.06	348.00	347.70	10.24	10.66	40.82	42.50	250.00	49.80	0.04	93.44	-5.40	0.36
104	7/27/1999 0:00:00	12/30/1899 13:06:03	2.00	324.91	0.36	0.16	338.00	2.18	1.28	1.00	0.00	2.43	19.98	19.08	20.05	350.10	349.60	9.11	9.98	36.34	39.78	250.00	50.05	0.34	93.44	-5.40	0.36
76	7/21/1999 0:00:00	12/30/1899 12:43:23	1.00	127.45	-1.14	0.07	359.00	1.23	1.53	6.00	0.00	1.42	25.63	23.95	26.11	342.40	343.20	14.34	15.79	40.15	44.20	500.40	50.70	0.44	92.44	1.20	0.00
76	7/21/1999 0:00:00	12/30/1899 12:43:23	2.00	140.95	-0.99	0.09	352.00	1.54	1.56	6.00	0.00	1.42	25.62	23.98	26.12	343.60	344.10	13.64	15.46	38.23	43.33	500.60	51.11	1.51	92.44	1.20	0.00
77	7/21/1999 0:00:00	12/30/1899 12:51:51	1.00	133.44	-0.23	0.03	345.00	0.58	1.64	6.00	0.00	1.42	25.51	24.14	26.11	343.20	343.20	14.28	14.97	40.29	42.22	500.40	50.22	0.19	92.45	1.20	0.00
77	7/21/1999 0:00:00	12/30/1899 12:51:51	2.00	146.19	-0.58	0.02	369.00	0.47	1.65	6.00	0.00	1.42	25.50	24.16	26.10	343.00	343.50	14.34	14.90	40.47	42.05	500.50	50.13	0.35	92.44	1.20	0.00
135	7/29/1999 0:00:00	12/30/1899 11:26:09	1.00	48.27	-1.47	0.27	352.00	1.12	0.44	6.00	0.00	1.42	19.21	18.33	19.15	343.30	344.60	16.65	17.97	69.21	74.68	500.60	50.43	0.79	92.82	0.00	0.53
135	7/29/1999 0:00:00	12/30/1899 11:26:09	2.00	74.52	-2.08	0.38	353.00	1.56	0.47	6.00	0.00	1.42	19.22	18.31	19.18	343.80	345.60	15.81	17.66	65.67	73.31	500.70	49.55	0.26	92.82	0.00	0.53
131	7/29/1999 0:00:00	12/30/1899 11:42:49	1.00	111.76	-4.06	0.22	380.00	1.46	0.68	6.00	0.00	1.42	20.35	19.29	20.45	347.10	351.40	15.12	16.84	58.51	65.18	500.60	1.13	0.44	92.83	0.00	0.53
131	7/29/1999 0:00:00	12/30/1899 11:42:49	2.00	198.75	-2.76	0.24	367.00	1.68	0.72	6.00	0.00	1.42	20.63	19.47	20.72	347.90	350.50	14.65	16.63	55.75	63.26	500.60	0.92	0.28	92.82	0.00	0.53
100	7/27/1999 0:00:00	12/30/1899 12:46:53	1.00	58.19	-0.14	0.32	343.00	3.24	1.03	1.00	0.00	2.43	19.55	18.21	20.06	348.40	348.00	10.16	11.44	41.61	46.85	250.10	50.31	0.46	93.45	-5.40	0.36
100	7/27/1999 0:00:00	12/30/1899 12:46:53	2.00	86.69	-4.19	0.42	359.00	4.09	1.04	1.00	0.00	2.43	19.54	18.19	20.06	346.40	347.60	9.71	11.33	39.78	46.40	250.00	50.36	0.31	93.45	-5.40	0.36
78	7/21/1999 0:00:00	12/30/1899 12:58:21	1.00	159.69	1.07	7.77e-04	-1840.00	0.01	1.54	6.00	0.00	1.42	25.41	23.97	26.11	340.30	339.00	15.67	15.68	44.45	44.49	500.60	49.34	0.48	92.44	1.20	0.00
78	7/21/1999 0:00:00	12/30/1899 12:58:21	2.00	178.44	1.60	0.03	271.00	0.69	1.61	6.00	0.00	1.42	25.40	23.97	26.11	347.70	345.40	14.06	14.88	39.92	42.25	500.50	49.47	0.27	92.44	1.20	0.00
130	7/29/1999 0:00:00	12/30/1899 11:59:20	1.00	14.74	-0.17	0.29	343.00	2.03	0.75	6.00	0.00	1.42	21.37	20.22	21.52	347.40	346.80	15.08	17.47	54.83	63.54	500.50	50.99	0.24	92.82	0.00	0.53
130	7/29/1999 0:00:00	12/30/1899 11:59:20	2.00	28.24	-0.96	0.36	350.00	2.66	0.83	6.00	0.00	1.42	21.34	20.15	21.50	349.80	349.90	13.36	16.50	48.67	60.11	500.50	51.09	0.60	92.81	0.00	0.53
134	7/29/1999 0:00:00	12/30/1899 11:29:43	1.00	57.77	-0.11	0.38	343.00	1.86	0.55	6.00	0.00	1.42	19.88	19.07	19.86	346.80	346.10	15.66	17.84	62.39	71.09	500.60	48.75	0.05	92.81	0.00	0.53
134	7/29/1999 0:00:00	12/30/1899 11:29:43	2.00	93.02	-1.58	0.16	356.00	0.93	0.57	6.00	0.00	1.42	20.01	19.15	20.00	341.30	342.90	16.67	17.77	65.90	70.25	500.80	48.67	0.44	92.82	0.00	0.53
100	7/27/1999 0:00:00	12/30/1899 11:16:10	1.00	47.72	0.85	0.21	334.00	1.92	0.92	6.00	0.00	1.42	20.12	18.91	20.06	348.60	346.80	11.29	13.56	44.64	53.61	500.40	50.66	1.25	93.46	-3.50	1.00
100	7/27/1999 0:00:00	12/30/1899 11:16:10	2.00	88.97	0.29	0.29	338.00	2.33	0.86	6.00	0.00	1.42	20.03	18.87	20.05	345.80	344.50	11.40	14.15	45.33	56.27	500.50	50.70	0.41	93.47	-3.50	1.00
112	7/28/1999 0:00:00	12/30/1899 11:15:22	1.00	27.71	3.23	0.10	293.00	0.66	0.62	6.00	0.00	1.42	17.31	16.42	17.30	352.90	348.80	12.57	13.36	59.14	62.85	500.30	49.31	0.06	93.28	1.10	-0.01
112	7/28/1999 0:00:00	12/30/1899 11:15:22	2.00	38.21	2.13	0.13	318.00	0.86	0.66	6.00	0.00	1.42	17.30	16.41	17.30	353.30	350.40	11.90	12.93	56.02	60.86	500.40	49.19	0.04	93.28	1.10	-0.01
165	7/30/1999 0:00:00	12/30/1899 11:27:42	1.00	144.03	2.36	0.15	324.00	1.57	1.05	6.00	0.00	1.42	22.79	21.39	22.94	361.10	357.60	14.38	16.23	47.97	54.15	500.60	50.84	0.22	92.88	1.40	0.02
165	7/30/1999 0:00:00	12/30/1899 11:27:42	2.00	154.53	0.74	0.16	345.00	1.68	1.02	6.00	0.00	1.42	22.79	21.44	22.95	360.70	359.10	14.68	16.66	48.98	55.57	500.50	50.29	0.06	92.88	1.40	0.02
114	7/28/1999 0:00:00	12/30/1899 11:18:48	1.00	58.70	1.54	0.16	329.00	0.94	0.58	6.00	0.00	1.42	17.30	16.22	17.31	350.80	348.60	12.42	13.53	58.43	63.66	500.50	50.16	0.68	93.27	1.10	-0.01
114	7/28/1999 0:00:00	12/30/1899 11:18:48	2.00	67.70	0.99	0.13	333.00	0.78	0.58	6.00	0.00	1.42	17.31	16.25	17.32	350.20	348.70	12.72	13.65	59.84	64.20	500.60	50.19	0.39	93.28	1.10	-0.01
170	7/30/1999 0:00:00	12/30/1899 11:51:25	1.00	127.50	5.30	0.18	301.00	2.65	1.47	6.00	0.00	1.42	26.22	24.63	26.35	368.40	360.90	14.56	17.68	39.56	48.03	500.50	50.46	0.20	92.89	1.40	0.02
170	7/30/1999 0:00:00	12/30/1899 11:51:25	2.00	147.75	-0.40	0.21	346.00	3.15	1.56	6.00	0.00	1.42	26.30	24.70	26.44	352.90	352.00	13.14	16.85	35.54	45.59	500.60	50.18	0.17	92.89	1.40	0.02
168	7/30/1999 0:00:00	12/30/1899 11:45:22	1.00	47.01	-1.89	0.22	359.00	2.80	1.33	6.00	0.00	1.42	24.73	23.28	24.95	350.80	351.80	13.29	16.59	39.44	49.24	500.70	1.21	0.22	92.89	1.40	0.02
168	7/30/1999 0:00:00	12/30/1899 11:45:22	2.00	63.51	-0.79	0.23	353.00	2.86	1.31	6.00	0.00	1.42	24.77	23.35	24.98	355.30	355.00	13.52	16.89	40.03	50.03	500.50	1.20	0.01	92.89	1.40	0.02
166	7/30/1999 0:00:00	12/30/1899 11:31:50	1.00	62.52	0.29	0.09	343.00	1.14	1.16	6.00	0.00	1.42	22.81	21.46	23.01	356.50	355.60	13.84	15.18	46.09	50.59	500.60	50.96	0.09	92.88	1.40	0.02
166	7/30/1999 0:00:00	12/30/1899 11:31:50	2.00	78.27	0.63	0.11	339.00	1.23	1.03	6.00	0.00	1.42	22.85	21.57	23.03	355.50	354.20	15.31	16.77	50.91	55.75	500.60	50.87	0.37	92.89	1.40	0.02
117	7/28/1999 0:00:00	12/30/1899 12:10:08	1.00	86.45	1.47	0.24	330.00	1.57	0.68	6.00	0.00	1.42	18.52	17.31	18.54	347.80	345.40	12.07	13.93	52.59	60.68	500.60	49.72	0.26	93.25	1.10	-0.01
117	7/28/1999 0:00:00	12/30/1899 12:10:08	2.00	108.95	2.07	0.21	323.00	1.38	0.67	6.00	0.00	1.42	18.49	17.26	18.50	347.40	344.30	12.31	13.94	53.74	60.88	500.50	49.60	1.28	93.25	1.10	-0.01
113	7/28/1999 0:00:00	12/30/1899 11:12:08	1.00	38.71	1.61	0.19	328.00	1.13	0.59	6.00	0.00	1.42	17.37	16.46	17.32	348.40	346.00	12.42	13.75	58.22	64.46	500.50	50.31	0.01	93.28	1.10	-0.01
113	7/28/1999 0:00:00	12/30/1899 11:12:08	2.00	56.71	1.66	0.18	326.00	1.03	0.58	6.00	0.00	1.42	17.36	16.41	17.33	347.50	345.10	12.60	13.82	59.10	64.82	500.40	50.20	0.35	93.28	1.10	-0.01
169	7/30/1999 0:00:00	12/30/1899 11:55:56	1.00	13.25	-0.86	0.20	349.00	2.57	1.30	6.00	0.00	1.42	26.31	24.34	26.55	349.50	349.50	15.94	18.97	43.09	51.26	500.50	49.88	1.57	92.89	1.40	0.02
169	7/30/1999 0:00:00	12/30/1899 11:55:56	2.00	27.50	0.44	0.37	341.00	4.26	1.30	6.00	0.00	1.42	26.32	24.43	26.57	353.70	351.40	14.05	19.06	37.96	51.49	500.30	49.95	0.30	92.89	1.40	0.02
117	7/28/1999 0:00:00	12/30/1899 12:12:22	1.00	128.59	15.10	0.25	216.00	1.99	0.83	6.00	0.00	1.42	18.45	18.91	18.38	348.30	329.40	12.17	14.52	53.27	63.54	500.50	1199.00	0.50	93.25	1.10	-0.01
117	7/28/1999 0:00:00	12/30/1899 12:12:22	2.00	151.84	14.90	0.24	210.00	1.86	0.83	6.00	0.00	1.42	18.45	18.95	18.36	346.50	327.80	12.47	14.67	54.57	64.20	500.40	1199.00	0.02	93.25	1.10	-0.01
167	7/30/1999 0:00:00	12/30/1899 11:39:26	1.00	128.01	2.88	0.18	315.00	2.39	1.36	6.00	0.00	1.42	24.50	23.14	24.64	355.40	351.00	13.15	15.97	39.57	48.06	500.70	50.24	0.46	92.89	1.40	0.02
167	7/30/1999 0:00:00	12/30/1899 11:39:26	2.00	149.76	-1.24	0.12	366.00	1.75	1.37	6.00	0.00	1.42	24.55	23.11	24.70	356.50	357.30	13.78	15.85	41.34	47.55	500.50	50.14	0.08	92.89	1.40	0.02
115	7/28/1999 0:00:00	12/30/1899 12:05:17	1.00	79.71	2.29	0.25	321.00	1.53	0.62	5.00	0.00	1.64	18.74	17.51	18.71	343.80	341.00	13.30	14.80	57.17	63.63	500.50	50.82	0.06	93.25	1.10	-0.01
115	7/28/1999 0:00:00	12/30/1899 12:05:17	2.00	90.96	0.73	0.28	333.00	1.69	0.64	5.00	0.00	1.64	18.73	17.51	18.72	342.90	341.50	13.01	14.67	55.93	63.08	500.60	50.68	0.02	93.26	1.10	-0.01
116	7/28/1999 0:00:00	12/30/1899 11:53:53	1.00	163.72	1.73	0.23	327.00	1.38	0.63	6.00	0.00	1.42	18.40	17.10	18.44	347.20	344.60	12.58	14.21	55.21	62.38	500.40	50.73	1.51	93.25	1.10	-0.01
116	7/28/1999 0:00:00	12/30/1899 11:53:53	2.00	184.72	2.35	0.21	321.00	1.29	0.63	6.00	0.00	1.42	18.42	17.09	18.45	347.60	344.30	12.67	14.20	55.56	62.26	500.40	51.09	0.64	93.25	1.10	-0.01
128	7/28/1999 0:00:00	12/30/1899 13:15:33	1.00	99.68	1.69	0.23	327.00	1.98	0.89	6.00	0.00	1.42	20.90	19.64	20.91	348.30	345.40	12.67	15.01	47.59	56.38	500.50	48.90	0.66	93.20	1.10	-0.01
128	7/28/1999 0:00:00	12/30/1899 13:15:33	2.00	119.18	1.12	0.20	332.00	1.74	0.89	6.00	0.00	1.42	20.92	19.63	20.93	348.80	346.80	12.96	15.01	48.64	56.34	500.50	48.89	1.37	93.20	1.10	-0.01
126	7/28/1999 0:00:00	12/30/1899 13:03:22	1.00	10.20	1.72	0.18	324.00	1.75	0.98	6.00	0.00	1.42	20.96	19.79	21.07	349.10	346.30	12.26	14.33	45.90	53.64	500.50	50.29	0.31	93.21	1.10	-0.01
126	7/28/1999 0:00:00	12/30/1899 13:03:22	2.00	34.94	1.52	0.19	323.00	1.73	0.93	6.00	0.00	1.42	20.96	19.81	21.05	344.70	342.20	12.76	14.80	47.76	55.41	500.30	50.25	0.28	93.21	1.10	-0.01
179	7/30/1999 0:00:00	12/30/1899 12:16:28	1.00	6.73	0.38	0.21	349.00	2.38	1.18	6.00	0.00	1.42	23.65	22.25	23.95	361.10	359.60	13.49	16.30	42.74	51.64	500.60	50.15	0.02	92.89	1.40	0.02
179	7/30/1999 0:00:00	12/30/1899 12:16:28	2.00	23.23	0.83	0.18	343.00	2.04	1.16	6.00	0.00	1.42	23.59	22.20	23.91	360.50	358.60	14.01	16.42	44.54	52.19	500.60	50.32	0.27	92.89	1.40	0.02
177	7/30/1999 0:00:00	12/30/1899 12:05:53	1.00	70.99	1.79	0.23	331.00	3.15	1.40	6.00	0.00	1.42	25.28	23.27	25.61	356.00	352.50	12.09	15.81	34.72	45.40	500.60	50.31	0.23	92.89	1.40	0.02
177	7/30/1999 0:00:00	12/30/1899 12:05:53	2.00	88.24	0.06	0.21	348.00	2.74	1.35	6.00	0.00	1.42	25.24	23.25	25.56	357.70	356.40	13.09	16.31	37.69	46.99	500.60	50.49	0.16	92.89	1.40	0.02
